,cleanName,NAME,Type,valid,parkDistrict,lat,lon
0,geo soilan park - battery park city,battery park city,other,av,M-01,-74.0168929937,40.7118815493
1,geo soilan park - battery park city,battery park city,other,av,M-01,-74.0168904773,40.7127192927
2,brookville park,brookville park,park_direct,av,Q-13,-73.7456419382,40.6595395263
3,highland park,highland park,park_direct,av,B-05,-73.8866712392,40.6849804908
4,highland park,highland park,park_direct,av,Q-05,-73.8883532926,40.6877242132
5,highland park,highland park,park_direct,av,B-05,-73.8866712392,40.6849804908
6,highland park,highland park,park_direct,av,Q-05,-73.8883532926,40.6877242132
7,prospect park - east parade grounds,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
8,central park - east 96th street playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
9,washington hall park,washington hall park,park_direct,av,B-02,-73.9667850357,40.6953430231
10,callahan-kelly playground,callahan-kelly playground,park_direct,av,B-16,-73.9053141692,40.6783597478
11,william h seward park,seward park,other,v,M-03,-73.9892281589,40.7147901269
12,col david marcus playground,col david marcus mem playground,pgs,av,B-12,-73.9696,40.6097
13,mckinley park,mckinley park,park_direct,av,B-10,-74.0165968223,40.6268645634
14,dean playground,dean playground,park_direct,av,B-08,-73.9731873002,40.6808793882
15,martinez playground,martinez playground,park_direct,av,B-01,-73.9446026723,40.7090721796
16,mccarren park - vincent v abate playground,vincent v abate playground,pgs,av,B-01,-73.9498,40.7213
17,doughboy plaza,doughboy plaza,park_direct,av,Q-02,-73.9090288264,40.7464890906
18,carroll park,carroll park,park_direct,av,B-06,-73.9954745954,40.681098548
19,forest park - giovannelli playground,forest park,empiric,av,Q-16,-73.853002977,40.7020526074
20,triborough bridge playground b,triborough bridge playground b,park_direct,av,Q-01,-73.9230711428,40.7746188949
21,st catherine's park,st. catherine's park,other,av,M-08,-73.9587213702,40.7651944082
22,greene playground,greene playground,park_direct,av,B-02,-73.965903082,40.6861903012
23,brizzi playground,brizzi playground,park_direct,av,B-12,-73.9946487268,40.64241753
24,dongan playground,dongan playground,park_direct,av,R-02,-74.0894286853,40.5826838904
25,mafera park,mafera park,park_direct,av,Q-05,-73.8912328683,40.7072132287
26,bedford playground,bedford playground,park_direct,av,B-01,-73.9638701253,40.7082873075
27,harold l ickes playground,harold ickes playground,pgs,av,B-06,-74.0059,40.6825
28,sedgwick playground,sedgwick playground,park_direct,av,X-05,-73.9233881364,40.8457016182
29,central park,central park,park_direct,av,M-13,-73.9655584012,40.7824838384
30,hoover manton playground,manton playground,pgs,av,Q-08,-73.8216,40.7119
31,ewen park,ewen park,park_direct,av,X-08,-73.9100205699,40.8821912038
32,abingdon square,abingdon square,park_direct,av,M-02,-74.005427254,40.7373354669
33,mccarren park,mccarren park,park_direct,av,B-01,-73.9518237858,40.7208770305
34,carl schurz park,carl schurz park,park_direct,av,M-08,-73.9435002243,40.7751397437
35,sunset park,sunset park,park_direct,av,B-07,-74.0037434376,40.6479762856
36,emerald playground - ps 200,emerald playground,pgs,v,Q-08,-73.8059,40.7311
37,roberto clemente ballfield,roberto clemente ballfield,park_direct,av,B-01,-73.967668994,40.7063531362
38,louis j valentino jr park and pier,valentino pier,other,v,B-06,-74.0187930004,40.6783260424
39,doctor gertrude b kelly playground,dr gertrude b kelly playground,pgs,av,M-04,-74.002,40.7417
40,prospect park - grand army plaza,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
41,bryant park,bryant park,park_direct,av,M-05,-73.982963724,40.7534966479
42,south oxford park,south oxford park,park_direct,av,B-02,-73.9724670242,40.6837482086
43,marcy park south,marcy park south,park_direct,av,B-01,-73.9580417698,40.7075027098
44,leif ericson park,leif ericson park,park_direct,av,B-10,-74.0159586404,40.6333396441
45,hoffman park,hoffman park,park_direct,av,Q-04,-73.872122158,40.7328018041
46,hells kitchen park,hell's kitchen park,other,av,M-04,-73.9925833717,40.7629681782
47,mt prospect park,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
48,may matthews playground,may matthews playground,pgs,av,M-04,-73.9927,40.7614
49,cuyler gore playground,cuyler gore,pgs,av,B-02,-73.9722,40.6857
50,chelsea park,chelsea park,park_direct,av,M-04,-74.0007282575,40.7499416479
51,minetta playground,minetta playground,park_direct,av,M-02,-74.0013245148,40.7306816974
52,frontera park,frontera park,park_direct,av,Q-05,-73.8953707962,40.724676062
53,j j byrne memorial park,police officer edward byrne park,other,v,Q-10,-73.8074420132,40.6673391911
54,terrapin playground - jhs 51,terrapin playground,pgs,av,B-06,-73.9855,40.673
55,jamaica playground - ps 40,jamaica playground (ps 40),pgs,av,Q-12,-73.791,40.6932
56,robert moses playground,robert moses playground,park_direct,av,M-06,-73.969329827,40.7481547403
57,hoyt playground,hoyt playground,park_direct,av,Q-01,-73.9172135011,40.7715819205
58,hancock playground,hancock playground,pgs,av,B-03,-73.9547,40.6824
59,sherman creek park,sherman creek,other,av,M-12,-73.9213825929,40.8582132912
60,kolbert park,kolbert playground,other,v,B-14,-73.9580075985,40.620075589
61,grand army plaza,grand army plaza,park_direct,av,M-05,-73.9735473125,40.7641349937
62,grand army plaza,grand army plaza,park_direct,av,B-19,-73.9701291228,40.6739431666
63,grand army plaza,grand army plaza,park_direct,av,M-05,-73.9735473125,40.7641349937
64,grand army plaza,grand army plaza,park_direct,av,B-19,-73.9701291228,40.6739431666
65,cunningham park,cunningham park,park_direct,av,Q-08,-73.768809023,40.7337888331
66,isham park,isham park,park_direct,av,M-12,-73.9196846413,40.8706579571
67,peter's field,peter's field,park_direct,av,M-06,-73.9815765636,40.7361099791
68,hero park,hero park,park_direct,av,R-01,-74.0880704061,40.6302712904
69,morningside park,morningside park,park_direct,av,M-09,-73.9583797726,40.8057604505
70,kissena park,kissena park,park_direct,av,Q-07,-73.804828603,40.7453463949
71,west playground,west playground,park_direct,av,B-13,-73.9700708468,40.5870839256
72,bath beach playground,bath beach playground,pgs,av,B-11,-74.0111,40.6025
73,flushing fields,flushing fields,park_direct,av,Q-07,-73.8166654428,40.7746167477
74,thomas boyland park,thomas boyland park,park_direct,av,B-04,-73.9075469552,40.6817427413
75,juniper valley park,juniper valley park,park_direct,av,Q-05,-73.8804252487,40.7201837736
76,thomas jefferson park,thomas jefferson park,park_direct,av,M-11,-73.9355900504,40.7932024239
77,fort tryon park,fort tryon park,park_direct,av,M-12,-73.9322039878,40.8623595842
78,mary o'connor playground,mary o'connor playground,park_direct,av,M-06,-73.9707925168,40.7495458053
79,queens valley playground - ps 164,queens valley playground,pgs,av,Q-08,-73.8237,40.7219
80,sumner playground - ps 59,sumner playground,pgs,av,B-03,-73.9428,40.6972
81,alice kornegay,alice kornegay triangle,other,av,M-11,-73.9353162652,40.806411994
82,tompkins square park,tompkins square park,park_direct,av,M-03,-73.9817129411,40.7264520614
83,recreation center - thomas jefferson,thomas jefferson park,other,v,M-11,-73.9355900504,40.7932024239
84,coffey park,coffey park,park_direct,av,B-06,-74.0084718491,40.6776587573
85,beanstalk playground,beanstalk playground,park_direct,av,X-05,-73.916748411,40.8538145119
86,riverside park - claremont playground,claremont,pgs,av,M-14,-73.9621,40.815
87,hillside park - jhs 172,hillside park,other,v,B-02,-73.994279714,40.7014010146
88,hillside park - jhs 172,hillside park,other,v,Q-13,-73.7131836995,40.7409999111
89,evergreen park,evergreen park,park_direct,av,Q-05,-73.8966689106,40.6975369566
90,crotona park,crotona park,park_direct,av,X-03,-73.8948952325,40.8385853826
91,prospect park,prospect park,park_direct,av,B-19,-73.9696822786,40.6613534409
92,prospect park - harmony playground,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
93,prospect park - lakeside ice skating rink,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
94,dugan playground,dugan playground,park_direct,av,R-03,-74.1108466969,40.5614308238
95,central park - belvedere castle turtle pond and shakespeare garden,central park,empiric,av,M-13,-73.9655584012,40.7824838384
96,maurice park,maurice a fitzgerald playground,other,v,Q-09,-73.8397534266,40.6903187626
97,mount prospect park playground,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
98,tecumseh playground,tecumseh playground,park_direct,av,M-07,-73.978518504,40.7818052786
99,southern fields,southern fields,park_direct,av,Q-10,-73.826209323,40.6656901252
100,mount playground - ps 174,mount hope playground,pgs,v,X-05,-73.9095,40.8503
101,inwood hill park - payson playground,inwood hill park,empiric,av,M-12,-73.9255128836,40.8725600843
102,astoria park,astoria park,park_direct,av,Q-01,-73.9231783158,40.778642954
103,forest park - victory field,forest park,empiric,av,Q-16,-73.853002977,40.7020526074
104,fulton park,fulton park,park_direct,av,B-03,-73.932576794,40.6797582301
105,evergreen pk - ps 68,evergreen playground,park_direct,v,B-04,-73.9107589572,40.6861077875
106,blue heron park preserve,blue heron park,other,v,R-03,-74.1743839577,40.5322346235
107,dome playground,dome playground,park_direct,av,B-12,-73.9801942107,40.6382066916
108,cadman plaza park,cadman plaza park,park_direct,av,B-02,-73.9905655082,40.6983814861
109,recreation center - asser levy,asser levy park,empiric,av,B-13,-73.9735309949,40.5747313656
110,recreation center - hansborough,hansborough recreation center,other,av,M-10,-73.9393187127,40.8128278
111,van cortlandt park,van cortlandt park,park_direct,av,X-13,-73.8866670724,40.8971015129
112,inwood hill park,inwood hill park,park_direct,av,M-12,-73.9255128836,40.8725600843
113,riverside park - skate park,riverside park,other,av,M-14,-73.9536580952,40.826069869
114,riverside park - skate park,riverside park,other,av,M-14,-73.9745612683,40.7988335229
115,ranaqua park,ranaqua park,park_direct,av,X-01,-73.9221805757,40.8067125703
116,russell pederson playground,russell pederson playground,pgs,av,B-10,-74.0361,40.6264
117,marcus garvey park,marcus garvey park,park_direct,av,M-11,-73.9436694748,40.804485516
118,sol  bloom playground,sol bloom playground,pgs,av,M-07,-73.9688,40.7897
119,cabbell park and cambria playground,cambria playground,other,v,Q-13,-73.7429295484,40.6891423286
120,booker t washington playground,booker t washington playground,pgs,av,M-07,-73.9628,40.8012
121,flushing meadows corona park,flushing meadows corona park,park_direct,av,Q-15,-73.8417856108,40.743279099
122,williamsbridge oval,williamsbridge oval,park_direct,av,X-07,-73.8773857164,40.8776274396
123,beach - midland,midland beach and franklin d. roosevelt boardwalk,beach,v,R-02,-74.0878,40.5694
124,recreation center - fort hamilton senior center,fort hamilton triangle,other,v,B-10,-74.0307741169,40.6163985566
125,high line park,the high line,other,v,M-04,-74.0056732647,40.7456863376
126,macneil park,macneil park,park_direct,av,Q-07,-73.851706676,40.7930595808
127,battery park,battery park,park_direct,av,M-01,-74.0155035183,40.702878371
128,john j carty park,john j carty park,park_direct,av,B-10,-74.0301590634,40.6132718173
129,crotona park - crotona tennis house and courts,crotona park,empiric,av,X-03,-73.8948952325,40.8385853826
130,pool - flushing meadows and corona park,flushing meadows corona park,empiric,av,Q-15,-73.8417856108,40.743279099
131,pelham bay park,pelham bay park,park_direct,av,X-11,-73.8042018565,40.8681072084
132,midland beach - playland playground,midland beach playground,pgs,av,R-02,-74.0844,40.5743
133,aqueduct walk,aqueduct walk,park_direct,av,X-07,-73.9021617732,40.8651270507
134,aqueduct walk,aqueduct walk,park_direct,av,X-05,-73.9092042331,40.856691868
135,inwood hill park - nature center,inwood hill park,empiric,av,M-12,-73.9255128836,40.8725600843
136,pool - ps 186 playground,ps 186 playground pool,pool,v,Q-13,-73.7206,40.7498
137,utopia playground,utopia playground,park_direct,av,Q-08,-73.79277632,40.7307257296
138,dr richard green playground,dr richard green playground,pgs,av,B-16,-73.9068,40.6672
139,east river playground - ps 146,east river playground,pgs,av,M-11,-73.9382,40.7894
140,fort greene park,fort greene park,park_direct,av,B-02,-73.9755165065,40.6915237402
141,flushing meadows and corona park - world's fair playground,flushing meadows corona park,empiric,av,Q-15,-73.8417856108,40.743279099
142,joan of arc park,joan of arc park,park_direct,av,M-14,-73.9765208947,40.79415016
143,recreation center - red hook,red hook recreation area,other,av,B-06,-74.0056997559,40.6718688587
144,lefferts playground,lefferts playground,park_direct,av,Q-10,-73.8212544893,40.6654783655
145,staten island greenbelt park - amundsen trail,greenbelt native plant center,empiric,av,R-02,-74.181555042,40.5960761085
146,van cortlandt classic playground,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
147,pool - metropolitan avenue,metropolitan pool,pool,v,B-01,-73.9603,40.715
148,recreation center - st. john's,st. john's recreation center,other,av,B-08,-73.9347543046,40.6743698583
149,prospect park - breeze hill,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
150,recreation center - chelsea,chelsea recreation center,other,av,M-04,-74.0022187395,40.748298429
151,riverside park,riverside park,park_direct,av,M-14,-73.9536580952,40.826069869
152,riverside park,riverside park,park_direct,av,M-14,-73.9745612683,40.7988335229
153,marine park,marine park,park_direct,av,B-18,-73.9203077445,40.5967983084
154,park slope playground,park slope playground,park_direct,av,B-06,-73.9785512319,40.6768333838
155,jamie campiz playground,jaime campiz playground,pgs,av,B-01,-73.9543,40.7136
156,golf course - south shore,south shore golf course,golf,av,R-03,-74.206118,40.55072
157,east river park,east river esplanade,other,v,M-06,-73.9705018614,40.7449775542
158,east river park,east river esplanade,other,v,M-11,-73.936331549,40.7896396385
159,weeping beech - margaret i carmen green,margaret i. carman green - weeping beech,other,av,Q-07,-73.8246394867,40.7633965377
160,central park - wild west playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
161,prospect park - quaker hill and friends cemetery,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
162,riverside park - river run playground,river run playground,pgs,av,M-14,-73.9822,40.787
163,baruch playground,baruch playground,park_direct,av,M-03,-73.976820662,40.7173198877
164,morton playground,morton playground,pgs,av,X-05,-73.9143,40.8512
165,pool - st. john's recreation center,st. john's pool,pool,v,B-08,-73.9349,40.674
166,mosholu playground - ps 8,mosholu playground,other,v,X-07,-73.8828439622,40.8724760565
167,madison square park,madison square park,park_direct,av,M-05,-73.9879686479,40.7422048612
168,washington square park,washington square park,park_direct,av,M-02,-73.9976029452,40.7308910933
169,soundview park,soundview park,park_direct,av,X-09,-73.8662327228,40.8115799914
170,bronx river park,bronx river parkway,other,av,X-11,-73.868330068,40.8693533682
171,north pacific playground,north pacific playground,park_direct,av,B-02,-73.982123632,40.685303348
172,riverdale playground - jhs 141,riverdale playground,pgs,v,X-08,-73.9148,40.8876
173,seton park,seton park,park_direct,av,X-08,-73.9167189219,40.8860519787
174,recreation center - brownsville,brownsville green,other,v,B-16,-73.9212165252,40.668717663
175,devoe park,devoe park,park_direct,av,X-07,-73.9062458436,40.8633117264
176,clearview park and golf course,clearview golf course,golf,av,Q-07,-73.789443,40.78705
177,forest park,forest park,park_direct,av,Q-16,-73.853002977,40.7020526074
178,central park - east 72nd street playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
179,jackie robinson park - playground one fifty two clii,jackie robinson park,pgs,av,B-03,-73.9277,40.6802
180,jackie robinson park - playground one fifty two clii,jackie robinson park,pgs,av,M-10,-73.9412,40.8259
181,rockaway park,rockaway community park,other,v,Q-14,-73.7804236818,40.6034954315
182,riverside park - running track and 78th st ballfields,riverside park,other,av,M-14,-73.9536580952,40.826069869
183,riverside park - running track and 78th st ballfields,riverside park,other,av,M-14,-73.9745612683,40.7988335229
184,wright brothers park,wright brothers playground,other,v,M-12,-73.9417487767,40.8316727607
185,union square park,union square park,park_direct,av,M-05,-73.9904115989,40.7358343224
186,rockaway beach boardwalk,rockaway beach boardwalk,park_direct,av,Q-14,-73.8146435033,40.581159104
187,seven oaks,seven oaks,park_direct,av,Q-01,-73.9120789326,40.7698276408
188,captain tilly playground,captain tilly playground,pgs,av,Q-08,-73.7992,40.7125
189,john jay park,john jay park,park_direct,av,M-08,-73.9494832254,40.7692388351
190,pool - brownsville recreation center,brownsville pool,pool,v,B-16,-73.9027,40.6563
191,happy warrior playground,happy warrior playground,park_direct,av,M-07,-73.9685956164,40.7954336185
192,bowne park,bowne park,park_direct,av,Q-07,-73.8073631011,40.77052045
193,albemarle playground,albemarle playground,park_direct,av,B-12,-73.9805721567,40.6459213745
194,monsignor mcgolrick park,msgr. mcgolrick park,other,v,B-01,-73.9433539513,40.7244409348
195,fort independence playground,fort independence playground,park_direct,av,X-08,-73.8949071689,40.8818912361
196,oakland gardens - ps 203,oakland gardens,pgs,v,Q-11,-73.7598,40.7536
197,inwood hill park - dyckman fields,inwood hill park,empiric,av,M-12,-73.9255128836,40.8725600843
198,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,B-02,-73.9963029928,40.6994605261
199,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,B-02,-73.9966093518,40.6988148234
200,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,B-02,-73.9962741261,40.6990871354
201,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,B-02,-73.9979113214,40.696017448
202,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,B-02,-73.9977641906,40.6957363634
203,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,B-02,-73.9972721311,40.6974200847
204,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,B-02,-73.9981474196,40.6955247211
205,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,B-02,-73.9984651428,40.6949660918
206,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,B-02,-73.9987583685,40.6943555477
207,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,B-02,-73.9973570392,40.6974473994
208,railroad playground,railroad playground,park_direct,av,B-17,-73.9142799609,40.649437651
209,j hood wright park,j. hood wright park,other,av,M-12,-73.9412543399,40.8465340056
210,fort washington park,fort washington park,park_direct,av,M-12,-73.9425050191,40.8514324943
211,sara d roosevelt park,sara d. roosevelt park,other,av,M-03,-73.9926141708,40.7196317867
212,slope park,slope park,park_direct,av,B-07,-73.9894441569,40.6612297203
213,poppenhusen playground,poppenhusen playground,park_direct,av,Q-07,-73.8445766304,40.7812591073
214,dry dock playground,dry dock playground,park_direct,av,M-03,-73.9754554316,40.7254608098
215,silver lake park,silver lake park,park_direct,av,R-01,-74.0974408149,40.6259467058
216,beach - brighton,brighton beach,beach,av,B-13,-73.963,40.575
217,corporal john a seravalli playground,corporal john a. seravalli playground,empiric,av,M-02,-74.0047936709,40.7390711593
218,captain mario fajardo park playground,captain mario fajardo park,pgs,av,Q-07,-73.8147,40.7434
219,randalls island park,randall's island park,other,av,M-11R,-73.9217838021,40.7956532901
220,highbridge park,highbridge park,park_direct,av,M-12A,-73.9304651001,40.846501499
221,highbridge park,highbridge park,park_direct,av,X-04,-73.9267891522,40.8420769652
222,highbridge park,highbridge park,park_direct,av,M-12A,-73.9304651001,40.846501499
223,highbridge park,highbridge park,park_direct,av,X-04,-73.9267891522,40.8420769652
224,franz sigel park,franz sigel park,park_direct,av,X-04,-73.9256032263,40.823316787
225,bronx park,bronx park,park_direct,av,X-11,-73.875820076,40.8566400511
226,yellowstone municipal park - katzman playground,yellowstone park,other,v,Q-06,-73.8475396629,40.7262772977
227,recreation center - hamilton fish,hamilton fish park,other,v,M-03,-73.9808301602,40.7197935223
228,bloomingdale park,bloomingdale park,park_direct,av,R-03,-74.2142865277,40.5326935327
229,ps 198 samuel seabury playground,samuel seabury playground,pgs,av,M-08,-73.9508,40.7854
230,prospect park - vanderbilt playground,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
231,hillside park - jhs 172,hillside park,other,v,B-02,-73.994279714,40.7014010146
232,hillside park - jhs 172,hillside park,other,v,Q-13,-73.7131836995,40.7409999111
233,st nicholas park,st. nicholas park,other,av,M-09,-73.9488194295,40.8172714017
234,macombs dam park,macombs dam park,park_direct,av,X-04,-73.9281633155,40.8287556927
235,recreation center - jackie robinson,jackie robinson community garden,other,v,M-11,-73.939772593,40.8030868793
236,rainbow playground,rainbow playground,park_direct,av,B-07,-74.0110649055,40.6405446389
237,recreation center - sunset park,sunset park,other,v,B-07,-74.0037434376,40.6479762856
238,commodore barry park,commodore barry park,park_direct,av,B-02,-73.9789370189,40.6972951443
239,hamilton fish park,hamilton fish park,park_direct,av,M-03,-73.9808301602,40.7197935223
240,dr charles r drew memorial park,dr. charles r. drew park,other,av,Q-12,-73.8030333609,40.6807229196
241,recreation center - metropolitan pool and fitness center,metropolitan pool,pool,av,B-01,-73.9603,40.715
242,ocean breeze park,ocean breeze park,park_direct,av,R-02,-74.0785932252,40.5861563699
243,prospect park - litchfield villa,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
244,rock garden park,rock garden park,park_direct,av,X-03,-73.8850836325,40.8352872339
245,marine park - salt marsh nature center,marine park,empiric,av,B-18,-73.9203077445,40.5967983084
246,beach - orchard,orchard beach and promenade,beach,av,X-15A,-73.7938,40.8664
247,rufus king park,rufus king park,park_direct,av,Q-12,-73.8040004919,40.7036945575
248,owl's head park,owl's head park,park_direct,av,B-10,-74.0322502813,40.6401425141
249,james j walker park,james j walker park,park_direct,av,M-02,-74.0061524808,40.7297988809
250,recreation center - tony dapolito,tony dapolito recreation center,other,av,M-02,-74.0054405212,40.7296259692
251,brevoort playground,brevoort playground,park_direct,av,B-03,-73.9227610162,40.6804702222
252,banneker playground,banneker playground,park_direct,av,B-03,-73.9489605391,40.6904532903
253,caserta playground,caserta playground,park_direct,av,X-09,-73.8540294527,40.8373378701
254,crispus attucks playground,crispus attucks playground,park_direct,av,B-02,-73.9591736785,40.6815681755
255,lost battalion hall,lost battalion hall recreation center,other,av,Q-06,-73.8651022818,40.7322194217
256,city hall park,city hall park,park_direct,av,M-01,-74.0061566128,40.7128046648
257,marcus garvey playground,marcus garvey memorial park,pgs,v,M-11,-73.9422,40.8053
258,marcus garvey playground,marcus garvey memorial park,pgs,v,M-11,-73.9435,40.8059
259,forest park - the bandshell,forest park,empiric,av,Q-16,-73.853002977,40.7020526074
260,elizabeth stroud playground,elizabeth stroud playground,park_direct,av,B-03,-73.9310898683,40.6796622142
261,parkside playground,parkside playground,park_direct,av,B-09,-73.9543692765,40.6565696235
262,parkside playground,parkside playground,park_direct,av,X-11,-73.8680289901,40.8683837532
263,parkside playground,parkside playground,park_direct,av,B-09,-73.9543692765,40.6565696235
264,parkside playground,parkside playground,park_direct,av,X-11,-73.8680289901,40.8683837532
265,barretto point park,barretto point park,park_direct,av,X-02,-73.8884951724,40.8050128835
266,harding park,harding park,park_direct,av,X-09,-73.856606002,40.8093085396
267,rappaport playground,rappaport playground,park_direct,av,B-12,-74.0006900621,40.6369747962
268,staten island greenbelt - blood root valley,greenbelt native plant center,empiric,av,R-02,-74.181555042,40.5960761085
269,frank d. o'connor playground,frank d. o'connor playground,park_direct,av,Q-04,-73.8867229746,40.7442470335
270,c c moore homestead park,moore homestead playground,other,v,Q-04,-73.882397047,40.7421419383
271,pool - asser levy,asser levy park,empiric,av,B-13,-73.9735309949,40.5747313656
272,central park - ancient playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
273,udalls park preserve,udall's park preserve,other,av,Q-11,-73.7446475614,40.7749208944
274,bealin square and seth low playground,seth low playground,pgs,av,B-11,-73.9863,40.6082
275,hudson river park,henry hudson park,other,v,X-08,-73.9199627805,40.8813294534
276,forest park - nature center,forest park,empiric,av,Q-16,-73.853002977,40.7020526074
277,hart playground - 37 avenue,edward hart t playground,pgs,v,Q-07,-73.8189,40.774
278,leif ericson drive shore parkway,leif ericson park,other,v,B-10,-74.0159586404,40.6333396441
279,murray hill playground - ps 22,murray hill playground,pgs,av,Q-07,-73.8118,40.7617
280,arverne playground,arverne playground,park_direct,av,Q-14,-73.7851832053,40.5928575503
281,van cortlandt park - parade ground north,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
282,seth low playground,seth low playground,pgs,av,B-11,-73.9863,40.6082
283,central park - bethesda terrace,central park,empiric,av,M-13,-73.9655584012,40.7824838384
284,mcdonald playground - brooklyn,mcdonald playground,pgs,av,B-15,-73.972,40.6006
285,mcdonald playground - brooklyn,mcdonald playground,pgs,av,R-01,-74.1153,40.6296
286,noble playground,noble playground,park_direct,av,X-09,-73.8722518023,40.8373096484
287,lincoln terrace park,lincoln terrace / arthur s. somers park,other,v,B-08,-73.9269259876,40.6667874837
288,sunners playground,sunners playground,park_direct,av,B-18,-73.9296155969,40.6324977394
289,desalvio playground,desalvio playground,park_direct,av,M-02,-73.9961120346,40.7216485571
290,south beach wetlands,south beach wetlands,park_direct,av,R-02,-74.072865798,40.5871584078
291,claremont park,claremont park,park_direct,av,X-04,-73.9074369407,40.8404587305
292,harvey park,harvey park,park_direct,av,Q-07,-73.8234335983,40.7834558738
293,samuel n 2nd bennerson playground,samuel n. bennerson 2nd playground,pgs,av,M-07,-73.9869,40.7738
294,samuel n. bennerson 2nd playground,samuel n. bennerson 2nd playground,park_direct,av,M-07,-73.9869538442,40.7738239423
295,zimmerman playground,zimmerman playground,park_direct,av,X-11,-73.8687390588,40.8661611888
296,russell sage playground - jhs 190,russell sage playground,pgs,av,Q-06,-73.8515,40.7239
297,van cortlandt park - woodlawn playground,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
298,matthews muliner playground,matthews muliner playground,park_direct,av,X-11,-73.8615008926,40.8469156155
299,lt federico narvaez tot lot,lt. federico narvaez tot lot,other,av,B-14,-73.9659274591,40.6402819876
300,sheepshead playground,sheepshead playground,park_direct,av,B-15,-73.9401789518,40.5888107041
301,stuyvesant square,stuyvesant square,park_direct,av,M-06,-73.9839894494,40.7336421681
302,mccaffrey playground,mccaffrey playground,park_direct,av,M-04,-73.9912832043,40.7589864889
303,dyker beach park - bay 8 playground,bay 8 playground,pgs,av,B-10,-74.0163,40.6068
304,cobble hill park,cobble hill park,park_direct,av,B-06,-73.9960137959,40.6882115521
305,hook creek - field of dreams,hook creek park,other,v,Q-13,-73.742196093,40.6487785771
306,houston st playground,houston st playground,pgs,av,M-03,-73.991,40.7228
307,rainey park - queens,rainey park,other,v,X-02,-73.8974950751,40.8187892117
308,rainey park - queens,rainey park,other,v,Q-01,-73.9408227862,40.7663342875
309,great kills veterans playground - ps 8,great kills veterans playground,pgs,av,R-03,-74.1519,40.5471
310,underwood park,underwood park,park_direct,av,B-02,-73.9664196286,40.6885773933
311,de witt clinton park,de witt clinton park,park_direct,av,M-04,-73.9942894885,40.768191287
312,cloves lake park - wwii veterans war memorial ice skating rink,clove lakes park,other,v,R-01,-74.1137431648,40.619462099
313,fort tryon park - anne loftus playground,anne loftus playground,pgs,av,M-12,-73.9288,40.8652
314,homecrest playground,homecrest playground,park_direct,av,B-15,-73.9572916161,40.5861001969
315,clove lakes park,clove lakes park,park_direct,av,R-01,-74.1137431648,40.619462099
316,recreation center - roy wilkins,roy wilkins recreation center,other,av,Q-12,-73.7720367234,40.687890097
317,spirit playground - ps 76,spirit playground,pgs,av,Q-01,-73.9414,40.7613
318,kaiser park,kaiser park,park_direct,av,B-13,-73.9959154145,40.5791778422
319,marine park - ps 278 playground,marine park,empiric,av,B-18,-73.9203077445,40.5967983084
320,the big park - grandview playground,grandview playground,pgs,v,R-01,-74.1645,40.6309
321,alley pond park - oakland lake,alley pond park,other,v,Q-11,-73.7468585479,40.7536076531
322,martins field playground,martins field,pgs,av,Q-07,-73.8024,40.7545
323,st james park,st. james park,other,av,X-07,-73.89779073,40.8651601179
324,frederick douglass playground,frederick douglass playground,park_direct,av,M-07,-73.9675296514,40.7970993328
325,little bay park,little bay park,park_direct,av,Q-07,-73.7879218108,40.790090184
326,yellowstone municipal park,yellowstone park,other,v,Q-06,-73.8475396629,40.7262772977
327,tribeca dog run,tribeca dog run,park_direct,av,M-01,-74.0120779703,40.7162122756
328,northern playground,northern playground,park_direct,av,Q-03,-73.8745606304,40.7560557151
329,northern playground - ps 149,northern playground,pgs,av,Q-03,-73.8746,40.7561
330,kissena park - 160 st playground,kissena park,empiric,av,Q-07,-73.804828603,40.7453463949
331,betsy head park,betsy head park,park_direct,av,B-16,-73.913000852,40.66310029
